Date of Sale (dd/mm/yyyy),Address,Postal Code,County,Price (€),Not Full Market Price,VAT Exclusive,Description of Property,Property Size Description
"24/07/2015","62 SHANID RD, HAROLDS CROSS, DUBLIN 6W","","Dublin","€810,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/07/2015","62 WHEATFIELD, MUFF, DONEGAL","","Donegal","€126,725.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/07/2015","64 Airfield Point, Dunmore East","","Waterford","€165,000.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"24/07/2015","64 PEBBLE BEACH, TRAMORE, WATERFORD","","Waterford","€64,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/07/2015","65 SANDYMOUNT RD, DUBLIN 4, DUBLIN","Dublin 4","Dublin","€1,000,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/07/2015","66 LOHUNDA DOWNS, CLONSILLA, DUBLIN 15","Dublin 15","Dublin","€210,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/07/2015","67 PARK VALE, BALDOYLE, DUBLIN 13","Dublin 13","Dublin","€275,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/07/2015","7 FOXWOOD, SWORDS, DUBLIN","","Dublin","€248,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/07/2015","7 PRIORY WALK, ST RAPHAELS MANOR, CELBRIDGE","","Kildare","€370,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/07/2015","7 ROCHES TCE, MIDLETON, CORK","","Cork","€145,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/07/2015","7 Schull Holiday Cottages, Schull, Cork","","Cork","€260,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/07/2015","7 THE COURT, INNWOOD, ENFIELD","","Meath","€143,620.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/07/2015","73 BREMORE CASTLE, BALBRIGGAN, DUBLIN","","Dublin","€145,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/07/2015","74 HAMPTON WOOD RD, HAMPTON WOOD, FINGLAS DUBLIN 11","Dublin 11","Dublin","€170,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/07/2015","78 SPRINGFORT, MONTENOTTE, CORK","","Cork","€285,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/07/2015","79 Carnegie Court, Swords","","Dublin","€160,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/07/2015","79 THE FORUM APTS, BALLYMOSS ROAD, SANDYFORD","","Dublin","€320,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/07/2015","8 BARNSWELL GROVE, MOUNTBELLEW","","Galway","€141,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/07/2015","8 BRACKEN PARK CLOSE, CASTLEKNOCK, DUBLIN 15","Dublin 15","Dublin","€524,228.00","No","Yes","New Dwelling house /Apartment","greater than 125 sq metres"
"24/07/2015","8 CHURCHTOWN PARK, BEAUFORT, KERRY","","Kerry","€385,300.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/07/2015","8 CLONCOOL PK, BUNCRANA, DONEGAL","","Donegal","€145,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/07/2015","8 NORTH AVE, MOUNTMERRION, DUBLIN","","Dublin","€800,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/07/2015","8 SHANNON DR, AVONDALE, WATERFORD","","Waterford","€166,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/07/2015","80 CORKE ABBEY, BRAY, WICKLOW","","Dublin","€322,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/07/2015","83 Millbourne Drive, Slane Road, Ashbourne","","Meath","€222,907.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"24/07/2015","85 POLEBERRY, WATERFORD, WATERFORD","","Waterford","€45,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/07/2015","89 COOMBE COURT, COOMBE, DUBLIN 8","Dublin 8","Dublin","€267,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/07/2015","9 GLENCAIRN THICKET, THE GALLOPS, LEOPARDSTOWN DUBLIN 18","Dublin 18","Dublin","€436,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/07/2015","9 MOUNT EAGLE DR, LEOPARDSTOWN HEIGHTS, LEOPARDSTOWN DUBLIN 18","Dublin 18","Dublin","€410,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/07/2015","9 PARKMORE TERRACE, GOWRAN, KILKENNY","","Kilkenny","€79,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/07/2015","9 ST ALPHONSUS RD, DUBLIN 9, DUBLIN","Dublin 9","Dublin","€460,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/07/2015","9 STONY PARK, STONEYBATTER, WEXFORD","","Wexford","€152,423.00","No","Yes","New Dwelling house /Apartment","greater than 125 sq metres"
"24/07/2015","90 STONEBRIDGE RD, CLONSILLA, DUBLIN 15","Dublin 15","Dublin","€240,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/07/2015","94 Abbeyfield, Ballitore, Co. Kildare","","Kildare","€145,000.00","No","No","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"24/07/2015","97 ASHLEIGH GROVE, KNOCKCARRA, GALWAY","","Galway","€256,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/07/2015","97 NEW ST, BALLINROBE, MAYO","","Mayo","€47,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/07/2015","An Grianan, 2 Grange Park Road, Waterford","","Waterford","€225,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/07/2015","ANTRANE, TAUGHMACONNELL, BALLINASLOE","","Roscommon","€37,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/07/2015","Apartment 206 Ashbrook, Dennehy's Cross","","Cork","€138,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/07/2015","Apartment 31, Liberty Court, Lower Clanbrassil Street","Dublin 8","Dublin","€312,299.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/07/2015","APARTMENT NO 1 BELMONT, KILKENNY ROAD, CARLOW","","Carlow","€79,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/07/2015","Apartmnet 1 Stocking Wood Hall, Stocking Avenue, Rathfarnham","Dublin 16","Dublin","€225,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/07/2015","APT 10 BLOCK 2, CLARION QUAY, IFSC DUBLIN 1","Dublin 1","Dublin","€250,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/07/2015","APT 105, LYMEWOOD MEWS, WOOD DUBLIN 9","Dublin 9","Dublin","€212,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/07/2015","Apt 15, Mullagh Glas Crescent, Monaghan","","Monaghan","€56,911.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"24/07/2015","APT 19B, WESTEND GATE, TALLAGHT DUBLIN 24","Dublin 24","Dublin","€149,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/07/2015","APT 217, WYCKHAM POINT, WYCKHAM WAY DUBLIN 16","Dublin 16","Dublin","€360,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/07/2015","APT 32, JOHNS GATE, KILKENNY","","Kilkenny","€88,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/07/2015","APT 4, SAINT JAMESGATE, WATERFORD","","Waterford","€41,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/07/2015","Ardnagappary, Co Donegal, CLONSILLA DUBLIN 15","","Donegal","€18,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/07/2015","BALLINAGRAGGA, NEWMARKET ON FERGUS, ENNIS","","Clare","€67,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/07/2015","BALLYBURKE, BARNA, GALWAY","","Galway","€399,800.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/07/2015","BALLYMANE LOWER, MILFORD, CHARLEVILLE","","Cork","€120,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/07/2015","BALLYMANE LOWER, MILFORD, CHARLEVILLE","","Cork","€120,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/07/2015","BALLYOUGHTER, GOREY, COUNTY WEXFORD","","Wexford","€125,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/07/2015","BALRATH, BALLINEA, MULLINGAR","","Westmeath","€113,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/07/2015","Belamont Forest, Cootehill","","Cavan","€2,050,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/07/2015","BOTHARTHOMAS, TONAPHUBBLE, SLIGO","","Sligo","€335,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/07/2015","BRIAR VIEW, OLDTOWN, CASTLEBRIDGE","","Wexford","€60,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/07/2015","CARBOLEY LYNCH, BARNA, CO GALWAY","","Galway","€392,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/07/2015","CARROWCRIN, DROMAHAIR, CO LEITRIM","","Leitrim","€96,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/07/2015","Church Road, Templeglantine, Co. Limerick","","Limerick","€47,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/07/2015","CLIEVERAGH, LISTOWEL, KERRY","","Kerry","€105,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/07/2015","CLOONMORE, CREE, KILRUSH","","Clare","€107,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/07/2015","CLOONTRASK, CASTLEREA, CO. ROSCOMMON","","Roscommon","€82,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/07/2015","CLOPOOK, BALLYFOYLE, KILKENNY","","Kilkenny","€410,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/07/2015","Clora Wood, Nun's Cross, Ashford","","Wicklow","€400,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/07/2015","CLOVERHILL, BELTURBET, CO. CAVAN","","Cavan","€450,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/07/2015","COOLROEMORE, LYRE, BANTEER","","Cork","€198,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/07/2015","Couse, Old Tramore Road","","Waterford","€116,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/07/2015","CUS NA HABAHAN, DOONANA FURROOR, KILKEE","","Clare","€75,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/07/2015","DONEANY, KILDARE, CO KILDARE","","Kildare","€350,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/07/2015","DUPLEX 8 BLOCK 1 THE HERITAGE, KILLENARD, LAOIS","","Laois","€195,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/07/2015","FORREST BAY, BARNISKEY, ARKLOW","","Wicklow","€295,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/07/2015","GANNEW, GLENCOLMCILLE, CO DONEGAL","","Donegal","€100,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/07/2015","GARRABEG, GORT, CO GALWAY","","Galway","€61,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/07/2015","GLENS DINGLE, KERRY","","Kerry","€155,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/07/2015","GREENANE, KILLARNEY, KERRY","","Kerry","€150,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/07/2015","Greenmount, Clonhaston, Enniscorthy","","Wexford","€358,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/07/2015","GREENPARK LANE, MACETOWN, DUNSHAUGHLIN","","Meath","€272,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/07/2015","IB Clifton Crescent, Clifton Avenue, Newcastle","","Galway","€360,000.00","No","Yes","New Dwelling house /Apartment","greater than 125 sq metres"
"24/07/2015","KILFERNAGH, KILKEE, CLARE","","Clare","€97,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/07/2015","LINWOOD, GORTLEE, LETTERKENNY","","Donegal","€110,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/07/2015","LISOGLAIM, BILLIS, CAVAN","","Cavan","€150,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/07/2015","Marine Heights, Sandy Lane, Seamount","","Wexford","€167,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/07/2015","MEADOW COURT, NEW RD, GREYSTONES","","Wicklow","€780,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/07/2015","MONDELLIHY, DROMCOLLOGHER, LIMERICK","","Limerick","€200,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/07/2015","MOYLEABBEY, BALLYTORE, ATHY","","Kildare","€250,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/07/2015","NA ROSSA, CAHERGOWAN, CLAREGALWAY","","Galway","€263,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/07/2015","NEW HOUSE, BALLYCLOUGHAN, CO LONGFORD","","Longford","€100,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/07/2015","NEW STREET, CASTLEBLAYNEY, CO MONAGHAN","","Monaghan","€48,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/07/2015","No 6 Ardfinn Grove, Ardfinn, Strandhill Road","","Sligo","€155,000.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"24/07/2015","No1 King Street, Clongriffin","Dublin 13","Dublin","€246,525.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"24/07/2015","NO. 55, DEALG BAN, LADYSBRIDGE","","Cork","€215,859.03","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"24/07/2015","PIER VIEW, COURTMACSHERRY, CORK","","Cork","€220,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/07/2015","SAINT BRIDES, ATHGARVAN, NEWBRIDGE","","Kildare","€319,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/07/2015","SEAPOINT LODGE, 31 SEAPOINT AVE, MONKSTOWN","","Dublin","€1,800,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/07/2015","Site No. 2 Cnoc Baun, Ballyfoyle Road  Kilkenny","","Kilkenny","€349,557.52","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"24/07/2015","ST COLUMBAS, CHURCH AVE, BALLYBRACK","","Dublin","€2,750,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/07/2015","STONE LODGE, UPPER FAUGHART, DUNDALK","","Louth","€350,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/07/2015","TALAUGHT, FENIT, TRALEE","","Kerry","€160,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/07/2015","Tirernane, Ballickmoyler","","Laois","€35,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/07/2015","TIRGORMLEY, BELTURBET, CO CAVAN","","Cavan","€75,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/07/2015","TOMATHONE, GOREY, WEXFORD","","Wexford","€98,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/07/2015","TOWN HOUSE 2, BRIDGE LANE, TULLAMORE","","Offaly","€90,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/07/2015","TUS NUA, 6 WENDON DR, DELGANY WOOD","","Wicklow","€565,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/07/2015","Whitestown, Greenore","","Louth","€45,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"25/07/2015","10 Inis Alainn, Cobh","","Cork","€107,929.51","No","Yes","New Dwelling house /Apartment","less than 38 sq metres"
"25/07/2015","CORBALLY, CUMMER, TUAM","","Galway","€280,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"26/07/2015","145 BOHERMORE, GALWAY","","Galway","€145,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"26/07/2015","3 ARDANEANIG, KILLARNEY, KERRY","","Kerry","€297,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"26/07/2015","74 THE GLADE, RAHEEN, ATHENRY","","Galway","€85,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"26/07/2015","CARRICKNAMANNA, KILLYGORDON, DONEGAL","","Donegal","€90,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/07/2015","1 Ard na Gaoithe, Carnamuggagh, Letterkenny","","Donegal","€42,500.00","No","Yes","New Dwelling house /Apartment","greater than 125 sq metres"
"27/07/2015","1 CUAIRT NA HEAGLAISE, MAIN ST, NEWMARKET ON FERGUS","","Clare","€68,400.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/07/2015","1 FAHEYS LANE, 68 PARNELL ST, ENNIS","","Clare","€15,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/07/2015","1 FIRMOUNT, CARRIGAHORIG, NENAGH","","Tipperary","€85,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/07/2015","1 RATH NA GCARRAIGE, BALLYCLOGHAN, LONGFORD","","Longford","€120,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/07/2015","1 RATHWILLADOON, TUBBER, GALWAY","","Galway","€151,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/07/2015","1 REDICAN HOUSE, BARRACK ST, ENNIS","","Clare","€15,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/07/2015","1 SLIPPER ST, GORT, GALWAY","","Galway","€13,300.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/07/2015","10 BLACKWATER DRIVE, MALLOW, CORK","","Cork","€130,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/07/2015","10 TARA GROVE, MONIVEA RD, GALWAY","","Galway","€330,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/07/2015","106 Brandon Square, Waterville, Blanchardstown","Dublin 15","Dublin","€277,533.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"27/07/2015","106 Oldtown Manor, Cavan","","Cavan","€82,500.00","No","Yes","New Dwelling house /Apartment","greater than 125 sq metres"
"27/07/2015","11 CLIFDEN GLEN, CLIFDEN, GALWAY","","Galway","€42,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/07/2015","11 LIME KILN ROW, BATHVIEW, MALLOW","","Cork","€155,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/07/2015","13 DISTILLERY RD, WESTPORT, MAYO","","Mayo","€62,700.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/07/2015","137 MAELDUIN, LAGORE RD, DUNSHAUGHLIN","","Meath","€300,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/07/2015","14 BALLINCAR HEIGHTS, ROSSES PRINT RD, SLIGO","","Sligo","€250,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/07/2015","14 NEIDIN VIEW, KENMARE, KERRY","","Kerry","€105,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/07/2015","14 THE FOLLY, WATERFORD","","Waterford","€150,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/07/2015","149 RIALTO COTTAGES, RIALTO, DUBLIN 8","Dublin 8","Dublin","€197,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/07/2015","15 AN GLEANN, BRUACH NA HABHAINN, ENNIS","","Clare","€68,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/07/2015","15 Carnegie Drive, Honeypark, Dun Laoghaire","","Dublin","€546,255.50","No","Yes","New Dwelling house /Apartment","greater than 125 sq metres"
"27/07/2015","15 THE CEDARS, BEAUFORT PLACE, NAVAN","","Meath","€219,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/07/2015","16 CEDAR COURT, ROSSLARE STRAND, WEXFORD","","Wexford","€250,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/07/2015","16 Chelmsford Manor, Newtown Road, Celbridge","","Kildare","€350,000.00","No","Yes","New Dwelling house /Apartment","less than 38 sq metres"
"27/07/2015","16 RINN LIA, OLD BALLYBRIT RD, BALLYBRIT","","Galway","€45,600.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/07/2015","16 TALBOT COURT, CASTLEKNOCK, DUBLIN 15","Dublin 15","Dublin","€550,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/07/2015","16 THE CEDARS, BREAFFY RD, CASTLEBAR","","Mayo","€235,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/07/2015","161 CARRAIG CLUIN, COLLINS LANE, TULLAMORE","","Offaly","€139,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/07/2015","17 BROOKFIELD, ANGLESEA RD, BALLSBRIDGE","Dublin 4","Dublin","€325,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/07/2015","17 Chelmsford Manor, Newtown Road, Celbridge","","Kildare","€350,000.00","No","Yes","New Dwelling house /Apartment","less than 38 sq metres"
"27/07/2015","17 GRANGE LODGE CRT, CLONGRIFFIN, DUBLIN 13","Dublin 13","Dublin","€245,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/07/2015","17 RINN LIA, OLD BALLYBRIT RD, BALLYBRIT","","Galway","€66,700.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/07/2015","174 FEARANN RI, DOUGHISKA, GALWAY","","Galway","€62,100.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/07/2015","18 COOLRAINE EST, MAYORSTONE, LIMERICK","","Limerick","€210,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/07/2015","19 DONAGH PARK, CARNDONAGH, CO DONEGAL","","Donegal","€45,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/07/2015","19 OCEAN DRIVE, ORANMORE, CO.GALWAY","","Galway","€277,533.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/07/2015","1a Calderwood Avenue, Drumcondra, Dublin 9","Dublin 9","Dublin","€220,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/07/2015","2 Ard na Gaoithe, Carnamuggagh, Letterkenny","","Donegal","€42,500.00","No","Yes","New Dwelling house /Apartment","greater than 125 sq metres"
"27/07/2015","2 ASHVILLE, KILTULLAGH, ATHENRY","","Galway","€166,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/07/2015","2 CLOS AN BLINN, KINNEGAD, WESTMEATH","","Westmeath","€87,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/07/2015","2 FAHYS LANE, 68 PARNELL ST, ENNIS","","Clare","€15,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/07/2015","2 FIRMOUNT, CARRIGAHORIG, NENAGH","","Tipperary","€125,400.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/07/2015","2 GARBALLY OAKS, BRACKERNAGH, BALLINASLOE","","Galway","€50,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"27/07/2015","2 MILLBROOK COTTAGES, OLDCASTLE, CO MEATH","","Meath","€33,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/07/2015","2 NEW MARKET ST, CAHERCIVEEN, KERRY","","Kerry","€11,400.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/07/2015","2 RATHWILLADOON, TUBBER, GALWAY","","Galway","€151,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/07/2015","2 REDICAN HOUSE, BARRACK ST, ENNIS","","Clare","€15,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/07/2015","2 SCHOOL ROAD, DURRUS, CORK","","Cork","€60,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/07/2015","2 SLIPPER ST, GORT, GALWAY","","Galway","€13,300.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/07/2015","2 WOODVILLE WALK, LUCAN, DUBLIN","","Dublin","€525,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/07/2015","20 BARRACK ST, CASTLECOMER, KILKENNY","","Kilkenny","€180,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/07/2015","20 DONAGH PARK, CARNDONAGH, CO DONEGAL","","Donegal","€26,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/07/2015","21 CNOC NA CILLE, BALLYBANE, GALWAY","","Galway","€51,300.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/07/2015","22 DUN NA RI, TOBERTAOSCAIN, ENNIS","","Clare","€57,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/07/2015","22 GLEANN AIBHINN, BUNCRANA, COUNTY DONEGAL","","Donegal","€95,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/07/2015","25 ALL SAINTS ROAD, RAHENY, DUBLIN 5","Dublin 5","Dublin","€385,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/07/2015","25 WOODLAND EST, GRAIGUENAMANAGH, KILKENNY","","Kilkenny","€89,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/07/2015","25B KILMALUM AVENUE, BLESSINGTON MANOR, BLESSINGTON","","Kildare","€230,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/07/2015","28 DOWNSIDE, SKERRIES, DUBLIN","","Dublin","€445,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/07/2015","28B SMITHFIELD SQ, SMITHFIELD, DUBLIN 7","Dublin 7","Dublin","€157,700.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/07/2015","29 ACHA BHILE, LAHINCH RD, LOUGHVILLE","","Clare","€37,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/07/2015","3 Ard na Gaoithe, Carnamuggagh, Letterkenny","","Donegal","€42,500.00","No","Yes","New Dwelling house /Apartment","greater than 125 sq metres"
"27/07/2015","3 COIS MHARA, LAHINCH, CLARE","","Clare","€34,200.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/07/2015","3 COLLEGE FARM WAY, NEWBRIDGE, KILDARE","","Kildare","€190,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/07/2015","3 FAHYS LANE, 68 PARNELL ST, ENNIS","","Clare","€15,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/07/2015","3 HAZELWOOD, CLONROADMORE, ENNIS","","Clare","€74,100.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/07/2015","3 KELLYS BAY INLET, SKERRIES, DUBLIN","","Dublin","€325,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/07/2015","3 LOUGHAN HILL, DRULISH, LONGFORD","","Longford","€90,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/07/2015","3 MOGEELY MEWS, SCHOOL AVE, GLASHEEN RD","","Cork","€213,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/07/2015","3 NEW MARKET ST, CAHERCIVEEN, KERRY","","Kerry","€11,400.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/07/2015","3 NORAS VIEW, MALIN, CO DONEGAL","","Donegal","€37,865.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/07/2015","3 RATHWILLADOON, TUBBER, GALWAY","","Galway","€176,700.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/07/2015","3 REDICAN HOUSE, BARRACK ST, ENNIS","","Clare","€15,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/07/2015","3 SLIPPER ST, GORT, GALWAY","","Galway","€13,300.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/07/2015","3 Ulster Terrace, North Strand","Dublin 3","Dublin","€290,000.00","No","No","Second-Hand Dwelling house /Apartment",""
